Income,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Education,Wines,Fruits,Meat,Fish,Sweets,Gold
74293.0,30.0,1127.0,0,0,1,0,0,375,152,335,93,91,81
51012.0,77.0,209.0,1,0,2,0,1,102,9,63,2,9,24
70777.0,55.0,787.0,1,1,3,1,1,554,35,113,0,7,78
68682.0,32.0,1598.0,1,0,2,0,1,919,0,505,99,30,45
43824.0,52.0,186.0,1,2,4,1,0,96,1,42,12,3,32
15345.0,39.0,47.0,1,1,3,1,0,5,2,16,3,2,19
23442.0,36.0,27.0,0,1,2,1,0,2,0,6,8,6,5
14515.0,43.0,96.0,1,1,3,1,2,6,4,9,6,36,35
31395.0,67.0,64.0,0,2,3,1,2,23,1,25,0,8,7
75276.0,58.0,1040.0,1,0,2,0,0,610,105,125,137,42,21
42373.0,49.0,163.0,0,2,3,1,0,67,5,61,3,8,19
30507.0,63.0,343.0,1,0,2,0,0,65,36,74,38,20,110
55521.0,68.0,446.0,0,3,4,1,1,416,0,26,0,0,4
48006.0,58.0,41.0,1,2,4,1,0,23,0,11,3,2,2
27213.0,51.0,70.0,0,1,2,1,1,19,3,26,10,9,3
65808.0,52.0,272.0,0,2,3,1,1,155,7,80,13,7,10
30351.0,49.0,46.0,1,1,3,1,1,14,0,24,3,3,2
50437.0,60.0,490.0,1,2,4,1,0,370,9,92,6,9,4
23616.0,41.0,79.0,0,1,2,1,2,4,22,11,3,7,32
53858.0,47.0,915.0,1,1,3,1,0,407,53,221,58,150,26
66465.0,68.0,1485.0,1,1,3,1,1,1200,0,204,38,29,14
46923.0,36.0,369.0,0,1,2,1,0,85,44,54,102,78,6
75072.0,61.0,1073.0,1,1,3,1,0,583,34,309,0,22,125
75865.0,80.0,1242.0,1,0,2,0,1,483,0,591,156,0,12
19789.0,48.0,78.0,1,1,3,1,2,2,5,9,28,6,28
80134.0,29.0,1378.0,1,0,2,0,0,966,26,282,52,26,26
91065.0,42.0,1474.0,0,0,1,0,0,822,114,108,179,137,114
49505.0,52.0,751.0,1,2,4,1,1,604,0,100,19,0,28
37401.0,50.0,48.0,1,1,3,1,1,19,3,19,3,1,3
30096.0,40.0,45.0,1,1,3,1,0,5,3,11,12,5,9
18492.0,41.0,10.0,1,1,3,1,1,2,2,2,2,1,1
82584.0,49.0,1435.0,1,0,2,0,1,1076,68,103,29,91,68
93027.0,82.0,2119.0,1,0,2,0,1,1285,42,716,55,0,21
48686.0,70.0,20.0,1,3,5,1,0,10,0,7,2,0,1
92910.0,37.0,1795.0,1,0,2,0,0,551,137,792,179,103,33
75433.0,34.0,1188.0,1,1,3,1,0,800,0,297,0,34,57
10404.0,34.0,43.0,1,1,3,1,2,2,2,11,10,6,12
61314.0,55.0,1008.0,1,1,3,1,0,378,0,189,97,172,172
84865.0,62.0,1688.0,0,0,1,0,1,1248,16,349,43,16,16
42387.0,34.0,684.0,1,1,3,1,0,235,0,235,19,4,191
67309.0,56.0,1082.0,1,2,4,1,2,515,47,181,149,95,95
75236.0,59.0,1068.0,1,1,3,1,0,438,66,400,12,38,114
30015.0,53.0,57.0,0,1,2,1,0,25,0,22,2,3,5
50943.0,67.0,46.0,1,1,3,1,1,31,0,7,2,0,6
67272.0,57.0,733.0,0,1,2,1,0,357,35,271,28,28,14
51529.0,74.0,467.0,0,1,2,1,1,400,4,35,6,0,22
32011.0,52.0,122.0,1,1,3,1,1,99,0,15,2,1,5
7500.0,37.0,36.0,1,1,3,1,2,1,11,5,4,6,9
28691.0,34.0,34.0,1,1,3,1,0,5,4,13,8,0,4
56223.0,75.0,156.0,1,1,3,1,1,77,28,31,16,0,4
18100.0,77.0,14.0,1,0,2,0,0,3,1,2,4,3,1
30279.0,34.0,37.0,0,1,2,1,0,10,4,14,4,4,1
20130.0,49.0,34.0,1,0,2,0,2,0,6,3,7,6,12
23295.0,64.0,20.0,0,0,1,0,0,0,0,1,2,12,5
42618.0,51.0,192.0,0,1,2,1,1,76,14,74,13,5,10
81246.0,59.0,1379.0,0,0,1,0,0,398,190,537,61,156,37
24027.0,47.0,48.0,1,1,3,1,0,14,7,11,11,0,5
55707.0,70.0,428.0,1,1,3,1,1,208,7,82,30,66,35
57959.0,68.0,868.0,0,1,2,1,0,430,16,322,43,24,33
56796.0,54.0,1001.0,1,1,3,1,0,656,38,161,62,47,37
36230.0,52.0,59.0,0,1,2,1,1,14,2,30,8,2,3
70829.0,43.0,431.0,1,2,4,1,2,141,70,106,72,19,23
65991.0,47.0,971.0,1,1,3,1,0,507,19,364,25,47,9
38988.0,51.0,348.0,1,3,5,1,0,164,24,103,12,3,42
89572.0,57.0,2059.0,0,0,1,0,2,606,24,974,197,194,64
42207.0,39.0,265.0,1,1,3,1,1,116,11,72,3,17,46
50300.0,71.0,270.0,1,1,3,1,0,143,15,60,24,23,5
66664.0,41.0,1289.0,1,0,2,0,2,398,96,447,220,96,32
60597.0,59.0,893.0,1,1,3,1,0,522,0,257,32,16,66
70165.0,74.0,926.0,0,0,1,0,0,161,0,253,199,191,122
50520.0,65.0,135.0,0,1,2,1,1,112,0,6,2,1,14
80124.0,60.0,1495.0,1,0,2,0,0,483,84,398,205,84,241
33183.0,48.0,120.0,1,1,3,1,0,7,5,39,17,15,37
66582.0,54.0,1288.0,0,0,1,0,1,789,25,420,16,38,0
75261.0,68.0,1743.0,1,0,2,0,1,1239,17,413,23,34,17
31880.0,53.0,15.0,0,1,2,1,0,4,1,5,2,0,3
53790.0,72.0,542.0,1,2,4,1,0,335,42,127,28,5,5
49269.0,52.0,890.0,1,1,3,1,1,639,8,166,11,8,58
61456.0,48.0,1388.0,1,1,3,1,0,563,76,384,84,192,89
37406.0,43.0,17.0,1,1,3,1,0,2,0,8,2,2,3
56937.0,42.0,906.0,1,1,3,1,1,746,8,125,11,8,8
38415.0,45.0,44.0,1,2,4,1,0,22,1,13,4,0,4
20518.0,35.0,25.0,0,1,2,1,0,4,1,6,4,1,9
62503.0,67.0,973.0,1,1,3,1,0,478,0,193,110,75,117
41644.0,51.0,31.0,0,2,3,1,1,20,3,4,2,0,2
55842.0,46.0,518.0,1,1,3,1,1,451,0,39,0,4,24
62010.0,51.0,530.0,1,1,3,1,1,371,22,39,6,0,92
41124.0,46.0,506.0,1,1,3,1,0,281,7,84,15,0,119
38961.0,50.0,70.0,1,1,3,1,1,19,7,19,0,1,24
37760.0,51.0,54.0,0,1,2,1,1,26,3,13,2,10,0
32233.0,49.0,296.0,0,1,2,1,0,138,15,35,25,11,72
43057.0,48.0,266.0,1,1,3,1,0,213,2,44,0,2,5
83151.0,63.0,747.0,1,0,2,0,1,407,28,100,120,74,18
78825.0,59.0,895.0,0,0,1,0,1,483,74,114,169,37,18
65104.0,47.0,1053.0,1,1,3,1,1,738,0,232,13,20,50
60093.0,49.0,735.0,1,1,3,1,0,502,12,109,16,6,90
14045.0,54.0,20.0,1,1,3,1,0,11,0,5,2,1,1
28457.0,71.0,205.0,0,0,1,0,2,24,1,108,29,29,14
78952.0,65.0,2092.0,1,1,3,1,1,1170,19,594,99,76,134
46310.0,47.0,309.0,0,1,2,1,0,185,2,88,15,5,14
76005.0,68.0,1722.0,1,0,2,0,0,983,20,389,240,50,40
58308.0,59.0,900.0,0,1,2,1,1,691,0,69,10,0,130
55614.0,79.0,682.0,0,0,1,0,1,504,13,131,8,0,26
59432.0,61.0,663.0,0,1,2,1,1,317,25,265,25,19,12
55563.0,45.0,43.0,0,1,2,1,0,29,1,9,2,0,2
78642.0,52.0,1816.0,1,1,3,1,1,1396,0,322,46,35,17
67911.0,74.0,976.0,1,1,3,1,1,529,0,356,63,28,0
65275.0,79.0,746.0,1,0,2,0,0,388,14,218,91,14,21
27203.0,73.0,64.0,1,2,4,1,0,13,2,21,4,0,24
48330.0,62.0,32.0,1,1,3,1,1,28,0,4,0,0,0
24279.0,33.0,263.0,1,0,2,0,2,16,36,21,20,62,108
64355.0,38.0,1445.0,1,1,3,1,1,1047,0,140,67,38,153
50943.0,67.0,46.0,1,1,3,1,1,31,0,7,2,0,6
53653.0,70.0,1210.0,0,0,1,0,0,815,10,239,28,10,108
65665.0,47.0,945.0,1,1,3,1,0,225,162,387,106,36,29
81217.0,34.0,1157.0,0,0,1,0,0,493,70,324,146,40,84
34935.0,31.0,137.0,1,0,2,0,0,34,4,66,3,10,20
61250.0,64.0,730.0,0,1,2,1,0,382,138,65,60,26,59
39665.0,42.0,216.0,1,1,3,1,1,127,1,56,0,1,31
60152.0,44.0,943.0,0,1,2,1,0,325,83,300,86,58,91
48920.0,59.0,347.0,1,2,4,1,0,238,17,68,8,10,6
89120.0,64.0,1924.0,1,0,2,0,1,1168,92,408,72,129,55
44124.0,77.0,397.0,1,1,3,1,1,284,0,55,0,6,52
81169.0,48.0,2089.0,0,0,1,0,1,1288,20,613,80,61,27
36443.0,62.0,138.0,1,2,4,1,0,65,0,46,4,3,20
26095.0,33.0,42.0,0,1,2,1,0,11,7,9,3,1,11
71367.0,64.0,777.0,1,0,2,0,0,227,23,389,42,21,75
80184.0,79.0,1902.0,1,0,2,0,1,1035,134,670,25,38,0
30630.0,58.0,52.0,0,2,3,1,0,27,1,12,2,0,10
73454.0,36.0,1651.0,0,0,1,0,1,982,73,351,56,14,175
42691.0,32.0,358.0,1,0,2,0,0,179,2,64,38,17,58
70503.0,70.0,1727.0,1,0,2,0,0,1379,33,216,0,33,66
25545.0,36.0,210.0,1,1,3,1,0,32,1,64,16,12,85
32880.0,37.0,42.0,1,1,3,1,0,8,4,15,7,6,2
77863.0,65.0,1291.0,1,0,2,0,1,881,38,319,16,25,12
50353.0,46.0,442.0,1,0,2,0,1,141,15,153,67,31,35
61839.0,59.0,1895.0,0,0,1,0,0,1000,155,379,224,17,120
49154.0,63.0,411.0,1,2,4,1,1,206,10,67,30,27,71
47682.0,48.0,521.0,0,1,2,1,2,162,61,83,97,57,61
72679.0,54.0,1168.0,0,1,2,1,0,619,54,260,127,54,54
57954.0,46.0,493.0,1,2,4,1,1,456,4,24,0,0,9
65316.0,61.0,260.0,1,2,4,1,0,112,6,92,3,9,38
28567.0,41.0,46.0,0,1,2,1,0,11,3,22,2,2,6
47352.0,72.0,319.0,1,1,3,1,1,172,12,112,8,0,15
44931.0,56.0,96.0,1,1,3,1,0,78,0,11,0,0,7
76982.0,56.0,1062.0,0,0,1,0,0,464,151,292,65,60,30
57247.0,71.0,232.0,1,1,3,1,2,99,4,32,37,54,6
22944.0,42.0,76.0,0,1,2,1,1,19,3,19,4,5,26
25315.0,46.0,54.0,1,1,3,1,2,1,9,8,11,3,22
43638.0,54.0,201.0,0,1,2,1,0,63,10,83,7,19,19
42710.0,39.0,406.0,0,1,2,1,1,252,3,42,4,3,102
84169.0,41.0,1919.0,1,0,2,0,1,1478,19,403,0,19,0
54058.0,47.0,662.0,1,1,3,1,0,198,18,252,32,108,54
24683.0,33.0,41.0,1,1,3,1,2,8,4,10,6,7,6
85620.0,59.0,1600.0,0,0,1,0,0,416,46,925,60,107,46
47850.0,43.0,134.0,1,1,3,1,0,42,7,43,20,12,10
19514.0,55.0,69.0,1,2,4,1,0,14,3,21,2,1,28
27159.0,50.0,21.0,1,2,4,1,1,17,0,3,0,0,1
39548.0,60.0,54.0,0,2,3,1,2,15,4,10,3,4,18
21474.0,34.0,91.0,0,1,2,1,0,6,16,24,11,0,34
60504.0,52.0,526.0,0,1,2,1,1,458,0,24,6,4,34
22419.0,60.0,162.0,1,0,2,0,0,30,3,47,19,21,42
81698.0,74.0,1008.0,1,0,2,0,1,179,28,520,111,123,47
43462.0,71.0,240.0,1,2,4,1,0,90,17,97,15,6,15
54880.0,45.0,795.0,0,1,2,1,1,308,85,137,102,45,118
79908.0,41.0,1772.0,1,0,2,0,0,557,129,761,29,185,111
15315.0,53.0,64.0,1,0,2,0,2,7,4,13,15,8,17
87771.0,64.0,1957.0,1,1,3,1,0,1492,38,287,50,57,33
33039.0,45.0,78.0,1,1,3,1,0,30,8,12,8,8,12
81741.0,43.0,1572.0,0,0,1,0,0,249,153,940,58,134,38
71499.0,52.0,795.0,1,1,3,1,1,465,25,132,136,0,37
62466.0,53.0,889.0,1,1,3,1,2,129,129,259,168,121,83
48799.0,60.0,331.0,0,1,2,1,1,174,18,81,28,6,24
52157.0,73.0,265.0,1,1,3,1,1,189,2,29,3,2,40
66565.0,61.0,1065.0,0,1,2,1,0,747,10,161,65,40,42
29298.0,72.0,11.0,1,2,4,1,1,6,0,2,2,0,1
47691.0,44.0,21.0,0,1,2,1,0,14,0,3,0,0,4
38200.0,53.0,17.0,1,2,4,1,0,12,0,4,0,0,1
44989.0,49.0,369.0,1,1,3,1,0,98,0,106,49,10,106
38443.0,55.0,38.0,1,2,4,1,1,32,0,5,0,0,1
38593.0,45.0,177.0,0,1,2,1,2,51,12,49,17,24,24
64413.0,53.0,279.0,1,1,3,1,1,200,5,44,0,10,20
36959.0,42.0,62.0,1,1,3,1,1,25,6,25,6,0,0
61996.0,46.0,1230.0,1,1,3,1,1,1050,12,144,0,0,24
51287.0,55.0,182.0,1,2,4,1,0,117,0,22,13,0,30
13260.0,53.0,49.0,1,2,4,1,0,9,4,17,10,2,7
47472.0,57.0,75.0,1,2,4,1,1,56,0,11,0,0,8
54603.0,67.0,227.0,1,2,4,1,1,145,13,46,17,2,4
45207.0,49.0,215.0,1,2,4,1,1,203,0,10,0,0,2
40689.0,72.0,444.0,1,1,3,1,0,270,3,27,39,6,99
47821.0,56.0,47.0,1,2,4,1,2,9,0,16,6,6,10
27450.0,72.0,143.0,1,0,2,0,1,37,12,23,8,11,52
39453.0,40.0,55.0,1,1,3,1,0,46,0,7,0,0,2
26850.0,52.0,63.0,1,2,4,1,2,31,1,13,7,2,9
79800.0,68.0,1867.0,0,0,1,0,0,1060,21,530,32,0,224
61794.0,62.0,611.0,1,1,3,1,1,264,47,188,54,47,11
53863.0,68.0,473.0,1,1,3,1,0,399,4,30,6,4,30
24221.0,64.0,55.0,1,0,2,0,0,8,9,9,2,5,22
39684.0,39.0,81.0,0,1,2,1,1,19,0,35,6,4,17
92163.0,48.0,2086.0,1,0,2,0,1,817,183,797,106,163,20
69882.0,58.0,1478.0,0,0,1,0,1,292,127,635,132,127,165
33178.0,46.0,49.0,1,1,3,1,0,12,6,2,11,2,16
59973.0,51.0,382.0,1,0,2,0,1,130,30,168,20,34,0
17459.0,48.0,69.0,1,1,3,1,1,6,4,16,3,10,30
23910.0,54.0,67.0,0,1,2,1,0,16,12,18,7,1,13
42169.0,54.0,30.0,1,2,4,1,1,19,0,9,0,0,2
26224.0,45.0,63.0,1,1,3,1,2,4,7,15,13,9,15
31089.0,42.0,79.0,1,1,3,1,0,31,3,31,2,8,4
30081.0,62.0,42.0,0,1,2,1,0,36,0,2,0,0,4
62807.0,63.0,819.0,1,1,3,1,0,526,28,135,10,21,99
72906.0,68.0,1151.0,0,0,1,0,0,400,32,519,71,75,54
61467.0,75.0,594.0,1,2,4,1,1,410,16,114,0,5,49
49618.0,57.0,129.0,1,2,4,1,1,80,3,26,4,2,14
21888.0,37.0,213.0,0,1,2,1,1,88,10,46,2,3,64
42429.0,50.0,67.0,0,1,2,1,0,55,0,6,2,0,4
26150.0,67.0,28.0,0,3,4,1,0,5,1,13,3,5,1
30801.0,48.0,45.0,1,1,3,1,2,8,4,5,15,2,11
81168.0,58.0,1193.0,1,0,2,0,0,410,0,592,147,22,22
26877.0,54.0,268.0,0,0,1,0,1,101,13,76,20,18,40
45006.0,79.0,266.0,0,0,1,0,1,162,25,53,16,0,10
18978.0,50.0,37.0,1,1,3,1,2,2,8,1,4,7,15
22574.0,56.0,37.0,1,3,5,1,0,25,0,8,2,0,2
48240.0,54.0,882.0,0,0,1,0,1,389,91,248,64,49,41
45837.0,49.0,373.0,1,2,4,1,0,215,13,87,17,17,24
35791.0,58.0,35.0,0,3,4,1,1,27,0,5,0,0,3
51741.5,47.0,107.0,1,2,4,1,1,85,1,16,2,1,2
54162.0,45.0,42.0,0,2,3,1,0,5,6,10,6,5,10
30522.0,63.0,326.0,1,1,3,1,1,179,8,83,19,11,26
54456.0,62.0,404.0,1,1,3,1,1,352,0,27,10,0,15
31632.0,52.0,95.0,0,0,1,0,0,17,8,12,11,15,32
72298.0,74.0,939.0,0,0,1,0,0,625,35,169,58,17,35
36975.0,45.0,33.0,0,1,2,1,2,10,6,11,0,4,2
72635.0,68.0,981.0,1,0,2,0,2,390,22,323,104,35,107
13624.0,47.0,36.0,1,1,3,1,0,10,2,15,2,1,6
84196.0,48.0,1237.0,0,1,2,1,0,215,63,507,231,31,190
70971.0,63.0,1825.0,1,1,3,1,0,1001,17,572,93,125,17
34487.0,46.0,103.0,0,2,3,1,1,19,18,33,24,1,8
28769.0,46.0,191.0,0,1,2,1,0,41,5,129,10,3,3
69084.0,53.0,1586.0,1,1,3,1,1,1181,107,199,39,30,30
65488.0,65.0,963.0,1,0,2,0,1,603,45,207,36,18,54
62466.0,53.0,889.0,1,1,3,1,2,129,129,259,168,121,83
32218.0,63.0,93.0,0,0,1,0,2,10,24,15,13,1,30
83917.0,50.0,1587.0,0,0,1,0,0,514,22,732,42,198,79
46102.0,61.0,16.0,0,3,4,1,0,14,0,1,0,0,1
84574.0,71.0,1375.0,0,0,1,0,0,387,20,713,38,54,163
56181.0,61.0,393.0,1,1,3,1,0,121,103,69,8,44,48
63120.0,73.0,1477.0,0,1,2,1,1,965,69,279,54,41,69
73691.0,52.0,1179.0,1,1,3,1,0,707,21,250,85,43,73
63381.0,63.0,1005.0,1,1,3,1,0,571,50,142,33,50,159
76140.0,75.0,1348.0,1,0,2,0,1,586,66,653,17,0,26
62859.0,64.0,1307.0,0,1,2,1,1,1063,89,102,16,12,25
45906.0,59.0,486.0,0,1,2,1,0,305,3,27,4,3,144
77632.0,76.0,2252.0,1,0,2,0,1,1200,105,758,0,42,147
46463.0,52.0,235.0,1,2,4,1,1,163,2,40,8,11,11
105471.0,53.0,1724.0,1,0,2,0,0,1009,181,104,202,21,207
55282.0,53.0,235.0,0,1,2,1,1,125,6,73,8,4,19
78710.0,46.0,1092.0,1,1,3,1,1,721,0,152,119,50,50
66886.0,65.0,599.0,1,1,3,1,0,315,4,62,41,31,146
98777.0,63.0,2008.0,0,0,1,0,1,1000,19,711,125,115,38
29103.0,38.0,48.0,1,1,3,1,0,16,0,17,6,3,6
67445.0,49.0,1174.0,1,1,3,1,0,757,80,217,29,80,11
50616.0,73.0,67.0,1,1,3,1,1,30,2,25,0,1,9
49431.0,68.0,365.0,0,1,2,1,0,219,3,100,26,0,17
51741.5,48.0,6.0,0,0,1,0,0,1,1,1,1,1,1
61278.0,70.0,165.0,1,1,3,1,0,111,3,28,2,6,15
26490.0,65.0,210.0,1,0,2,0,2,45,47,52,21,20,25
73059.0,76.0,1095.0,1,1,3,1,1,410,112,420,0,82,71
46734.0,57.0,223.0,0,3,4,1,1,100,1,39,6,1,76
56253.0,60.0,597.0,1,1,3,1,0,509,0,65,7,11,5
19986.0,38.0,22.0,1,1,3,1,0,3,6,5,0,2,6
58330.0,48.0,1064.0,0,1,2,1,0,445,53,213,104,98,151
25965.0,43.0,74.0,1,0,2,0,2,2,2,11,41,7,11
14661.0,67.0,26.0,1,0,2,0,1,4,1,11,6,2,2
18690.0,64.0,60.0,1,0,2,0,0,6,1,7,23,4,19
45068.0,49.0,20.0,1,1,3,1,1,14,0,3,0,0,3
21063.0,36.0,59.0,0,1,2,1,2,1,10,11,19,3,15
29187.0,55.0,34.0,1,1,3,1,1,26,0,6,0,0,2
54690.0,52.0,198.0,1,2,4,1,2,111,16,37,7,9,18
59304.0,59.0,1048.0,1,1,3,1,1,418,61,428,80,51,10
59247.0,61.0,574.0,0,2,3,1,1,327,9,122,19,14,83
66731.0,53.0,1029.0,0,1,2,1,0,371,159,194,58,106,141
77353.0,43.0,670.0,1,1,3,1,0,275,59,107,69,101,59
52614.0,48.0,990.0,0,1,2,1,1,789,0,142,12,9,38
26751.0,49.0,11.0,1,2,4,1,0,1,1,5,0,3,1
81300.0,60.0,1241.0,1,1,3,1,1,1004,12,145,32,12,36
70337.0,44.0,576.0,0,0,1,0,0,187,81,149,25,43,91
36145.0,38.0,172.0,1,1,3,1,2,56,4,76,17,1,18
65295.0,43.0,664.0,0,0,1,0,1,365,32,117,34,110,6
68118.0,60.0,928.0,0,1,2,1,0,595,23,123,10,23,154
68743.0,56.0,2074.0,0,0,1,0,0,1132,134,384,175,134,115
41039.0,41.0,467.0,1,0,2,0,2,34,11,137,179,61,45
38946.0,68.0,257.0,1,1,3,1,0,116,6,82,6,6,41
65777.0,56.0,1146.0,1,0,2,0,0,565,32,435,28,32,54
66476.0,47.0,689.0,0,1,2,1,1,372,18,126,47,48,78
86857.0,51.0,2114.0,0,0,1,0,1,899,102,838,133,102,40
51741.5,41.0,1717.0,1,0,2,0,1,55,16,1622,17,3,4
77845.0,34.0,1346.0,1,0,2,0,1,760,40,480,0,40,26
69476.0,54.0,1044.0,1,0,2,0,1,260,86,559,63,9,67
50611.0,63.0,493.0,0,1,2,1,1,459,0,24,6,0,4
61209.0,53.0,957.0,0,0,1,0,0,466,0,224,119,49,99
42315.0,65.0,270.0,1,1,3,1,1,67,15,80,17,11,80
13084.0,71.0,29.0,1,0,2,0,2,2,0,7,3,7,10
47570.0,74.0,121.0,0,2,3,1,1,67,1,20,0,2,31
61923.0,62.0,126.0,1,2,4,1,1,92,4,18,3,3,6
34824.0,28.0,23.0,0,0,1,0,0,4,2,11,2,0,4
26518.0,74.0,57.0,0,2,3,1,1,20,1,28,3,3,2
45938.0,62.0,636.0,0,0,1,0,0,273,11,178,62,83,29
78468.0,63.0,1004.0,1,0,2,0,0,434,22,388,104,22,34
78901.0,50.0,734.0,0,1,2,1,0,321,11,309,33,26,34
71427.0,45.0,614.0,1,2,4,1,0,212,123,177,15,64,23
71022.0,45.0,1453.0,0,1,2,1,0,909,12,278,0,12,242
90247.0,35.0,1621.0,0,0,1,0,1,1184,32,352,21,16,16
41335.0,55.0,187.0,0,1,2,1,1,112,19,21,16,14,5
71952.0,37.0,1443.0,1,1,3,1,0,656,80,455,52,107,93
35682.0,53.0,57.0,0,1,2,1,1,23,0,8,6,2,18
43185.0,72.0,637.0,0,1,2,1,0,537,6,42,16,6,30
66375.0,75.0,948.0,1,1,3,1,1,712,0,45,0,0,191
35178.0,52.0,59.0,1,1,3,1,1,23,1,13,2,2,18
25252.0,37.0,18.0,1,1,3,1,0,1,3,4,2,2,6
55250.0,58.0,903.0,0,1,2,1,1,664,58,83,32,0,66
33249.0,48.0,112.0,0,1,2,1,0,6,10,21,19,14,42
58398.0,70.0,596.0,1,0,2,0,0,299,5,201,21,21,49
50272.0,41.0,233.0,1,1,3,1,0,99,13,66,43,8,4
76618.0,48.0,1511.0,1,0,2,0,1,749,40,294,121,160,147
87305.0,63.0,1152.0,0,0,1,0,2,345,25,501,63,138,80
25851.0,45.0,48.0,1,1,3,1,0,9,4,18,7,5,5
58710.0,53.0,1185.0,0,1,2,1,0,440,81,368,0,122,174
45160.0,65.0,21.0,0,2,3,1,0,8,2,5,3,0,3
74806.0,58.0,965.0,1,1,3,1,1,670,9,249,0,28,9
59111.0,69.0,869.0,1,0,2,0,0,524,0,134,28,28,155
18988.0,39.0,16.0,1,1,3,1,1,6,0,6,2,1,1
72190.0,58.0,1947.0,1,0,2,0,0,597,166,597,172,166,249
7500.0,47.0,71.0,1,1,3,1,0,7,0,12,13,7,32
44794.0,57.0,65.0,1,1,3,1,0,54,0,7,0,0,4
80395.0,68.0,1380.0,1,0,2,0,0,445,25,706,80,76,48
75012.0,47.0,1027.0,0,0,1,0,1,294,142,218,164,58,151
56962.0,58.0,411.0,1,3,5,1,1,292,3,77,10,3,26
89891.0,32.0,836.0,1,0,2,0,0,412,22,132,59,28,183
35946.0,74.0,11.0,0,2,3,1,1,8,0,3,0,0,0
53593.0,70.0,480.0,1,2,4,1,1,349,4,78,6,0,43
66373.0,45.0,606.0,1,2,4,1,0,328,9,124,12,24,109
45072.0,75.0,284.0,0,3,4,1,1,144,2,99,7,2,30
89694.0,50.0,1472.0,0,2,3,1,0,1126,28,211,37,28,42
72025.0,74.0,1677.0,1,0,2,0,0,967,0,617,43,50,0
67432.0,50.0,1335.0,1,1,3,1,0,432,79,341,177,136,170
70545.0,71.0,334.0,1,1,3,1,1,138,39,63,55,18,21
17487.0,34.0,18.0,1,1,3,1,2,0,0,1,7,4,6
62882.0,54.0,1338.0,1,1,3,1,0,509,133,497,78,24,97
64108.0,70.0,1099.0,0,1,2,1,1,948,10,86,13,21,21
34941.0,67.0,97.0,1,2,4,1,1,39,2,25,4,3,24
48767.0,73.0,63.0,0,3,4,1,1,28,1,21,3,0,10
38702.0,45.0,109.0,1,1,3,1,2,13,11,24,13,8,40
82224.0,59.0,902.0,1,0,2,0,0,307,26,360,138,31,40
83844.0,71.0,1574.0,1,0,2,0,0,901,31,345,75,31,191
17003.0,48.0,38.0,1,1,3,1,2,2,5,12,4,8,7
71163.0,28.0,960.0,0,0,1,0,0,283,17,372,138,106,44
33697.0,53.0,28.0,0,1,2,1,0,4,3,7,0,3,11
63564.0,69.0,1215.0,1,0,2,0,2,769,80,252,15,34,65
83443.0,51.0,1497.0,1,0,2,0,1,518,42,742,55,56,84
51518.0,65.0,449.0,1,1,3,1,1,350,8,66,17,4,4
58330.0,48.0,1064.0,0,1,2,1,0,445,53,213,104,98,151
80952.0,54.0,1757.0,1,0,2,0,0,778,178,689,41,27,44
75507.0,44.0,1440.0,1,0,2,0,0,709,93,374,104,80,80
63855.0,45.0,1006.0,1,0,2,0,2,359,35,314,93,116,89
62220.0,51.0,1226.0,1,1,3,1,1,799,12,375,16,12,12
58512.0,59.0,1171.0,1,1,3,1,0,895,10,101,13,0,152
40662.0,44.0,92.0,1,1,3,1,1,40,2,23,0,4,23
38829.0,64.0,99.0,1,1,3,1,1,76,0,7,0,0,16
35523.0,42.0,66.0,1,1,3,1,2,11,5,22,12,5,11
79146.0,56.0,564.0,0,2,3,1,0,245,16,223,21,43,16
78285.0,35.0,1427.0,1,0,2,0,1,647,107,391,175,67,40
31626.0,45.0,86.0,0,1,2,1,1,39,1,9,2,1,34
75127.0,71.0,833.0,0,0,1,0,0,203,35,305,46,17,227
48726.0,68.0,242.0,1,1,3,1,0,138,3,38,4,0,59
74985.0,46.0,1869.0,1,0,2,0,0,587,51,898,247,0,86
67430.0,36.0,1364.0,1,0,2,0,0,595,97,291,127,133,121
46891.0,58.0,183.0,1,1,3,1,2,43,12,23,29,15,61
62058.0,67.0,450.0,1,1,3,1,1,301,7,74,10,0,58
72063.0,44.0,758.0,1,1,3,1,0,180,32,348,76,32,90
78939.0,72.0,1507.0,1,0,2,0,1,794,115,243,150,0,205
42720.0,58.0,654.0,0,2,3,1,0,392,5,91,28,26,112
33622.0,51.0,81.0,1,2,4,1,0,39,1,22,3,4,12
6835.0,66.0,137.0,1,1,3,1,1,107,2,12,2,2,12
41452.0,70.0,16.0,1,2,4,1,0,13,0,3,0,0,0
40760.0,58.0,93.0,0,1,2,1,1,70,0,17,0,0,6
74250.0,65.0,1158.0,1,0,2,0,1,680,11,392,75,0,0
51124.0,68.0,43.0,0,2,3,1,1,26,1,11,0,1,4
72258.0,52.0,1525.0,0,1,2,1,0,522,0,522,227,120,134
71466.0,49.0,1230.0,0,0,1,0,1,412,12,546,78,182,0
36283.0,47.0,29.0,1,2,4,1,0,6,5,5,8,0,5
20587.0,53.0,25.0,0,1,2,1,0,2,3,6,4,1,9
30467.0,51.0,24.0,1,1,3,1,0,1,3,8,2,5,5
31590.0,51.0,38.0,1,1,3,1,0,6,2,15,6,6,3
20425.0,37.0,57.0,1,1,3,1,2,4,12,5,3,16,17
